hike_url,similar,score,rank
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/GWNF/ElliottKnob/,0.855146,7
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/GWNF/HalfmoonMountain/,0.83825,8
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/SNP/RiprapHollow/,0.838115,9
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/PNF/RichMountainLoversLeap/,0.83229,10
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/SNP/JonesMountain/,0.83229,11
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/GWNF/TorryRidgeWhiteRockFalls/,0.8269,12
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/SNP/BuckHollowMarysRock/,0.826162,13
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/GWNF/NorthRiverGorge/,0.825606,14
https://www.hikingupward.com/GWNF/BigRockyRow/,https://www.hikingupward.com/NNF/StandingIndian/,0.822099,15
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/JNF/HangingRockObservatory/,0.956612,1
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/SNP/FrazierDiscovery/,0.942743,2
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GWNF/TibbetKnob/,0.878854,3
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GWNF/HighKnobTower/,0.873919,4
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GWNF/MountPleasant/,0.865778,5
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GSMNP/MountSterling/,0.837868,6
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/NNF/HuckleberryKnob/,0.834146,7
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/NCSP/FlatTopTower/,0.825271,8
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/PNF/MaxPatch/,0.815421,9
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GWNF/WoodstockTower/,0.807503,10
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GWNF/BuzzardRockNorth/,0.799874,11
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GWNF/JawboneOverlook/,0.791567,12
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/GWNF/ColdMountain/,0.788873,13
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/NCSP/MtJefferson/,0.778831,14
https://www.hikingupward.com/GWNF/BigSchloss/,https://www.hikingupward.com/MNF/RohrbaughCliffs/,0.758961,15
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/NNF/AlbertMountainLookoutTower/,0.953834,1
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/SNP/HightopMountain/,0.884844,2
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/PNF/GreenKnobLookoutTower/,0.876052,3
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/OVH/PatriciaAnnByromForestPreserve/,0.850009,4
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/GWNF/TrimbleMountain/,0.845612,5
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/NCSP/RockyFaceMountain/,0.832194,6
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/SNP/LewisPeak/,0.830333,7
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/SNP/DoubleBearRocks/,0.829017,8
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/JNF/MountainLakeWilderness/,0.821794,9
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/JNF/CoveMountain/,0.808557,10
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/GWNF/EagleRock/,0.807264,11
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/JNF/ElkGardenBuzzardRock/,0.805146,12
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/GWNF/SaltlogGapLoop/,0.798695,13
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/GWNF/OakKnob/,0.794159,14
https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,https://www.hikingupward.com/NCSP/ElkKnob/,0.792755,15
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/NCSP/CascadeFalls/,0.841653,1
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/OVH/ReadMountainPreserve/,0.794387,2
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/OWVH/BeartownStatePark/,0.768434,3
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/NCSP/CraggyPinnacle/,0.768311,4
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/NCSP/SaddleMountain/,0.759397,5
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/OVH/BurkeLake/,0.752842,6
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/PNF/CoveCreekFalls/,0.745109,7
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/PNF/MountPisgah/,0.736764,8
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/OVH/MasonNeck/,0.718449,9
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/PNF/FryingpanMountain/,0.71413,10
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/JNF/DevilsBathtub/,0.712259,11
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/OMH/MarylandHeights/,0.70736,12
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/NCSP/WaterrockKnob/,0.701406,13
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/NCSP/LittleTableRockMountain/,0.698454,14
https://www.hikingupward.com/GWNF/BlueRidgeTunnel/,https://www.hikingupward.com/NCSP/RavenRock/,0.696515,15
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/GerhardShelter/,0.893355,1
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/JNF/TerrapinMountain/,0.835716,2
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/MNF/LakeSherwood/,0.815107,3
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/PNF/PinnacleRockyKnobWalkersKnob/,0.810742,4
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/RichHole/,0.807522,5
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/JNF/LittleWilsonCreekWilderness/,0.799747,6
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/FallsRidge/,0.79953,7
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/BigRockyRow/,0.789578,8
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,0.782284,9
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/BrownsHollow/,0.780052,10
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/ElliottKnob/,0.76793,11
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/GWNF/GreatNorthMountain/,0.758919,12
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/OVH/RockCastleGorge/,0.748645,13
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/SNP/JeremysRun/,0.747911,14
https://www.hikingupward.com/GWNF/BoganRun/,https://www.hikingupward.com/NNF/StandingIndian/,0.742883,15
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/SNP/BrownMountain/,0.91609,1
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/SulphurSpringsGapWhiteRockCliff/,0.901656,2
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/ElliottKnob/,0.900248,3
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/BigRockyRow/,0.883044,4
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/OVH/RockCastleGorge/,0.878854,5
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/DuncanKnobHollow/,0.874457,6
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/SNP/TrayfootMountainPaineRun/,0.862758,7
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/WhiteRockCliff/,0.855855,8
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/NNF/StandingIndian/,0.85553,9
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/JNF/LittleWilsonCreekWilderness/,0.837868,10
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/JNF/BalconyFalls/,0.833695,11
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/LittleBaldKnobRidge/,0.823434,12
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/MudholeGap/,0.822834,13
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/AnthillSlateLick/,0.822633,14
https://www.hikingupward.com/GWNF/BrownsHollow/,https://www.hikingupward.com/GWNF/HalfmoonMountain/,0.820748,15
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/GWNF/HighPeak/,0.944417,1
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/OVH/ManassasGap/,0.931827,2
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/SNP/CorbinCabin/,0.862758,3
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/OVH/StairwayToHeaven/,0.861971,4
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/OVH/GRThompsonWildlifeManagementArea/,0.860833,5
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/NCSP/MorrowMountainSugarloafMountain/,0.855999,6
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/GWNF/ShawlGap/,0.850584,7
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/GWNF/ThreeTopMountain/,0.848142,8
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/JNF/GreatChannels/,0.839883,9
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/GWNF/LittlePassageCreek/,0.827684,10
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/OVH/AshbyHollow/,0.826289,11
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/OMH/LittleBennettRegionalParkSouth/,0.813461,12
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/OVH/BeaverdamReservoir/,0.801844,13
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/OVH/ManassasGroveton/,0.800858,14
https://www.hikingupward.com/GWNF/BuzzardRock/,https://www.hikingupward.com/GWNF/KennedyPeak/,0.793166,15
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/SNP/BigDevilsStairs/,0.929946,1
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/GWNF/HighKnobTower/,0.904241,2
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/NCSP/FlatTopTower/,0.901195,3
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/GWNF/WoodstockTower/,0.887334,4
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/SNP/HogbackMountain/,0.856755,5
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/NCSP/MtJefferson/,0.855999,6
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/JNF/HangingRockObservatory/,0.83857,7
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/NCSP/RockyFaceMountain/,0.82762,8
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/SNP/HawksbillTimberHollow/,0.819493,9
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/OVH/TriStatePeakPinnacle/,0.816279,10
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/PNF/FryingpanMountain/,0.808907,11
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/GWNF/BigSchloss/,0.799874,12
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/OVH/StairwayToHeaven/,0.793293,13
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/NCSP/ElkKnob/,0.785104,14
https://www.hikingupward.com/GWNF/BuzzardRockNorth/,https://www.hikingupward.com/JNF/DragonsTooth/,0.784876,15
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/GWNF/CopernicusRidge/,0.998326,1
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/NCSP/SaddleMountain/,0.833408,2
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/NCSP/ElkKnob/,0.832899,3
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/GWNF/NutmegPoint/,0.805146,4
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/NCSP/MtJefferson/,0.804856,5
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/GWNF/IngalsOverlook/,0.794359,6
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/NCSP/RockyFaceMountain/,0.79346,7
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/NNF/PantherTopLookoutTower/,0.792559,8
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/GWNF/WoodstockTower/,0.778786,9
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/PNF/FryingpanMountain/,0.776699,10
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/PNF/LittleLostCoveCliffs/,0.772598,11
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/NCSP/WaterrockKnob/,0.771178,12
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/OWVH/MurphyChambersFarm/,0.755066,13
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,0.750795,14
https://www.hikingupward.com/GWNF/CathedralRocks/,https://www.hikingupward.com/OVH/DutchGap/,0.740981,15
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/PNF/PinnacleRockyKnobWalkersKnob/,0.935004,1
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/SNP/AustinFurnaceMountains/,0.813776,2
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/PNF/RichMountainLoversLeap/,0.788889,3
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/GWNF/BoganRun/,0.782284,4
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/JNF/BalconyFalls/,0.780132,5
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/SNP/JonesMountain/,0.760799,6
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/JNF/PineyRidge/,0.74275,7
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/MNF/CanaanMountainTableRock/,0.733398,8
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/GWNF/WhetstoneRidge/,0.726123,9
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/JNF/LittleWilsonCreekWilderness/,0.724469,10
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/JNF/MtRogersElkRidge/,0.708322,11
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/OVH/GoshenPassJumpRock/,0.705746,12
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/GWNF/Wintergreen/,0.704298,13
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/GWNF/Wintergreen/,0.704298,14
https://www.hikingupward.com/GWNF/ChimneyHollowElliottKnob/,https://www.hikingupward.com/GWNF/MillMountain/,0.699713,15
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/LongMountainRidge/,0.901195,1
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/JNF/ElkGardenBuzzardRock/,0.849474,2
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/OVH/HouseMountain/,0.839555,3
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/NCSP/MountNoble/,0.809855,4
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/Tri-County/,0.788397,5
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/OakKnob/,0.784768,6
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/MNF/ChimneyTop/,0.766088,7
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/PinnacleShelter/,0.763363,8
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/RiddlesCut/,0.757975,9
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/JNF/McAfeeKnob/,0.754864,10
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/LaurelRunGustyPoint/,0.753321,11
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/ColdMountain/,0.752595,12
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/GWNF/HardscrabbleKnob/,0.749266,13
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/PNF/WoodyRidgeTrail/,0.743943,14
https://www.hikingupward.com/GWNF/ChurchRock/,https://www.hikingupward.com/PNF/BaldKnobRidgePinnacle/,0.732805,15
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/GSMNP/MountSterling/,0.956075,1
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/GWNF/EagleRock/,0.944,2
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/GWNF/MountPleasant/,0.928165,3
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/JNF/ElkGardenBuzzardRock/,0.91609,4
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/GWNF/EmeraldPond/,0.914836,5
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/GWNF/TibbetKnob/,0.879287,6
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/GWNF/KennedyPeak/,0.876036,7
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/MNF/ChimneyTop/,0.865121,8
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/SNP/DoubleBearRocks/,0.858606,9
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/GWNF/MenekaPeak/,0.854707,10
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/OVH/KeysGapBuzzardRocks/,0.843621,11
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/JNF/HangingRockObservatory/,0.834183,12
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/JNF/McAfeeKnob/,0.8264,13
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/OVH/TrumboHollow/,0.821624,14
https://www.hikingupward.com/GWNF/ColdMountain/,https://www.hikingupward.com/OVH/TrumboHollow/,0.821624,15
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/GWNF/CathedralRocks/,0.998326,1
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/NCSP/ElkKnob/,0.841839,2
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/NCSP/SaddleMountain/,0.837055,3
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/NCSP/MtJefferson/,0.816083,4
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/GWNF/NutmegPoint/,0.815069,5
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/NCSP/RockyFaceMountain/,0.801337,6
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/GWNF/IngalsOverlook/,0.794695,7
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/NNF/PantherTopLookoutTower/,0.787018,8
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/GWNF/WoodstockTower/,0.776449,9
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/PNF/FryingpanMountain/,0.772411,10
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/PNF/LittleLostCoveCliffs/,0.768952,11
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/GWNF/BillKruszkaOverlook/,0.764736,12
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/NCSP/WaterrockKnob/,0.763301,13
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/OWVH/MurphyChambersFarm/,0.752728,14
https://www.hikingupward.com/GWNF/CopernicusRidge/,https://www.hikingupward.com/OVH/DutchGap/,0.752595,15
https://www.hikingupward.com/GWNF/DobieMountain/,https://www.hikingupward.com/OVH/BearsDenSamMooreShelter/,0.911918,1
https://www.hikingupward.com/GWNF/DobieMountain/,https://www.hikingupward.com/OVH/TrumboHollow/,0.900827,2
https://www.hikingupward.com/GWNF/DobieMountain/,https://www.hikingupward.com/OVH/TrumboHollow/,0.900827,3
https://www.hikingupward.com/GWNF/DobieMountain/,https://www.hikingupward.com/GWNF/MenekaPeak/,0.836169,4
https://www.hikingupward.com/GWNF/DobieMountain/,https://www.hikingupward.com/OVH/JamesRiverSP/,0.833695,5
